business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
Valley Forge Service Plaza,2.0,0.077,0.089,Positive Sentiment
Faculty Club,3.6,0.039,0.191,Positive Sentiment
Roberts Mobile Mechanics,2.6,0.142,0.07,Negative Sentiment
Sugar Magnolia,4.6,0.029,0.217,Positive Sentiment
Centro Asturiano de Tampa,2.0,0.118,0.171,Positive Sentiment
Ann Bradford PhotoDesign,3.5,0.043,0.185,Positive Sentiment
Camden Children's Garden,4.5,0.026,0.275,Positive Sentiment
Catering BY Masso's,1.6666666666666667,0.088,0.155,Positive Sentiment
Torch the-A Gentlemen's Club,1.0,0.086,0.0,Negative Sentiment
PB's Diner,2.352112676056338,0.077,0.174,Positive Sentiment
Gott Glass Gallery and Phoenix Studio,4.666666666666667,0.03,0.193,Positive Sentiment
Bitar's,4.119402985074627,0.079,0.195,Positive Sentiment
Fuli Japanese & Chinese Restaurant,3.125,0.084,0.169,Positive Sentiment
Bella Prana Yoga and Meditation,4.428571428571429,0.059,0.245,Positive Sentiment
Siam Elephant,4.293193717277487,0.025,0.284,Positive Sentiment
Cafe Pontalba,2.8615384615384616,0.072,0.201,Positive Sentiment
Lisa Nails & Spa,2.7058823529411766,0.091,0.124,Positive Sentiment
Walter's Steakhouse,3.962962962962963,0.049,0.203,Positive Sentiment
The Eye Institute of West Florida,1.25,0.129,0.047,Negative Sentiment
Holiday Inn Express & Suites O'FallonShiloh,2.888888888888889,0.11,0.178,Positive Sentiment
Li Chinese Reaturant,2.9285714285714284,0.074,0.135,Positive Sentiment
Warsaw Cafe,3.071428571428572,0.06,0.21,Positive Sentiment
Efi Services,3.333333333333333,0.104,0.132,Positive Sentiment
Night Market,3.1333333333333333,0.079,0.172,Positive Sentiment
Manley Mechanical,4.0,0.095,0.128,Positive Sentiment
Jazz Auto Glass,1.0,0.254,0.025,Negative Sentiment
Franklin Juice Co,4.56,0.045,0.275,Positive Sentiment
Boostin' Bowls,4.1923076923076925,0.019,0.269,Positive Sentiment
Ohana Cafe,4.410714285714286,0.019,0.317,Positive Sentiment
Fieldpointe of St. Louis by DK Living,2.2,0.086,0.112,Positive Sentiment
Reno Downtown Joint,3.6666666666666665,0.033,0.249,Positive Sentiment
Padaro Beach Grill,4.249283667621777,0.036,0.286,Positive Sentiment
Sherwin-Williams Paint Store,4.0,0.08,0.239,Positive Sentiment
Regis Salon,5.0,0.059,0.173,Positive Sentiment
MacTaggert's Brewing Co.,2.6,0.052,0.146,Positive Sentiment
Rita's Italian Ice,4.4,0.045,0.227,Positive Sentiment
Two Elk Restaurant,3.555555555555556,0.05,0.175,Positive Sentiment
Sweet Alley,2.75,0.053,0.191,Positive Sentiment
Pikes Corner,2.875,0.042,0.159,Positive Sentiment
Sociale Italian Tapas & Pizza Bar,3.75,0.035,0.217,Positive Sentiment
Logan's Roadhouse,2.433333333333333,0.111,0.137,Positive Sentiment
Hammers Moving & Storage,5.0,0.056,0.15,Positive Sentiment
Chef's Market Cafe & Takeaway,4.552,0.036,0.255,Positive Sentiment
MIT Computers,3.25,0.074,0.153,Positive Sentiment
Green's Feed,4.5,0.055,0.165,Positive Sentiment
Brows To Brazilian Wax & Skincare Salon,4.166666666666667,0.074,0.194,Positive Sentiment
Safari Inn Downtown,4.0,0.037,0.162,Positive Sentiment
Holiday Inn Express & Suites Port Richey,3.0,0.09,0.123,Positive Sentiment
The Workshop Eatery,3.968253968253968,0.039,0.219,Positive Sentiment
Dollar Car Rental,3.333333333333333,0.087,0.123,Positive Sentiment
USA Baby & Kids,4.0,0.034,0.177,Positive Sentiment
No Ceilings Limo Service,5.0,0.0,0.194,Positive Sentiment
Banfield Pet Hospital,5.0,0.02,0.271,Positive Sentiment
Dunkin',2.4,0.146,0.043,Negative Sentiment
AMC Cherry Hill 24,2.41,0.097,0.119,Positive Sentiment
Ricardo's Italian Cafe,3.590909090909091,0.055,0.218,Positive Sentiment
Lazos Pizza & Grill,3.967741935483871,0.047,0.232,Positive Sentiment
Starbucks,4.5,0.0,0.414,Positive Sentiment
Urban Oasis Hydroponic Farm,5.0,0.004,0.289,Positive Sentiment
Andrew Rosen Orthodontics,5.0,0.03,0.107,Positive Sentiment
Pudd'nhead Books,4.333333333333333,0.022,0.243,Positive Sentiment
John's Bar and Grill,3.5,0.067,0.275,Positive Sentiment
ACME Markets,3.0,0.113,0.13,Positive Sentiment
Concorde Career Institute - Tampa,5.0,0.0,0.215,Positive Sentiment
My Auto Dents,5.0,0.013,0.13,Positive Sentiment
One Stone Restaurant,4.142857142857143,0.051,0.281,Positive Sentiment
Opry Backstage Grill,3.302083333333333,0.059,0.228,Positive Sentiment
Carmine's Steakhouse,3.921739130434783,0.063,0.219,Positive Sentiment
Samurai Sushi,4.096446700507614,0.045,0.228,Positive Sentiment
Daddy Dawgs Hot Dogs & Ice Cream,4.413793103448276,0.056,0.268,Positive Sentiment
"Vice Coffee, Tattoos & Books",4.083333333333333,0.052,0.21,Positive Sentiment
Subway,2.0,0.133,0.135,Positive Sentiment
Wags To Riches,5.0,0.035,0.307,Positive Sentiment
Cassey's Optical,5.0,0.059,0.136,Positive Sentiment
Excel Movers,4.7,0.033,0.218,Positive Sentiment
Marathon Music Works,3.7291666666666665,0.068,0.206,Positive Sentiment
Discount Tire,4.166666666666667,0.045,0.175,Positive Sentiment
Dale's Family Restaurant,3.9466666666666654,0.05,0.236,Positive Sentiment
Gemological Resources,5.0,0.026,0.272,Positive Sentiment
Bueno's Mexican Cuisine,3.6666666666666665,0.009,0.259,Positive Sentiment
Ed's Bowling,2.6666666666666665,0.066,0.147,Positive Sentiment
Saigon Restaurant,4.028248587570621,0.039,0.227,Positive Sentiment
Meson 923,3.769230769230769,0.043,0.221,Positive Sentiment
Picasso Dental Arts,3.0,0.064,0.058,Negative Sentiment
Xochitl,3.620833333333333,0.049,0.217,Positive Sentiment
CVS Pharmacy,4.0,0.078,0.118,Positive Sentiment
Gallagher's Auto Service,5.0,0.073,0.173,Positive Sentiment
Children's Clinic East,2.5,0.053,0.066,Positive Sentiment
Hertz Rent A Car,2.0,0.041,0.156,Positive Sentiment
Brothers Carpet-Busters,5.0,0.0,0.156,Positive Sentiment
Stor-N-More Self Storage,4.0,0.017,0.33,Positive Sentiment
A Tisket A Tasket New Orleans Books & Gift Baskets,4.75,0.008,0.178,Positive Sentiment
O'Reilly Auto Parts,4.333333333333333,0.051,0.156,Positive Sentiment
Auntie Anne's,3.0,0.052,0.182,Positive Sentiment
Mobile Ninja,4.111111111111111,0.073,0.169,Positive Sentiment
Keith's Oaks Bar & Grill,3.290322580645161,0.048,0.216,Positive Sentiment
G Tech Computer,5.0,0.044,0.161,Positive Sentiment
Advanced ENT & Allergy,2.5,0.015,0.104,Positive Sentiment
Applebee's Grill + Bar,2.3846153846153846,0.114,0.116,Positive Sentiment
Cold Stone Creamery,3.875,0.046,0.28,Positive Sentiment
Chef On The Bay,5.0,0.027,0.284,Positive Sentiment
Lee's Custom Tailoring,4.5,0.023,0.159,Positive Sentiment
New Ben City Supermarket,2.5,0.098,0.093,Negative Sentiment
Jaco Juice and Taco,4.014925373134329,0.042,0.246,Positive Sentiment
Scrubby's Laundry,4.0,0.04,0.139,Positive Sentiment
Lovely Nails,3.5,0.031,0.248,Positive Sentiment
Wawa,4.235294117647059,0.061,0.185,Positive Sentiment
Roadrunner Lock & Safe,5.0,0.0,0.283,Positive Sentiment
Dooners,3.4545454545454546,0.068,0.182,Positive Sentiment
Rosemary's Grill,3.5,0.043,0.175,Positive Sentiment
Gateway Urgent Care - Columbia,3.0,0.1,0.179,Positive Sentiment
Feel Better Reflexology Center,3.6666666666666665,0.042,0.211,Positive Sentiment
Produce Junction,3.111111111111111,0.087,0.174,Positive Sentiment
Tour America,1.0,0.072,0.191,Positive Sentiment
Indiana University-Purdue University Indianapolis,4.083333333333333,0.063,0.171,Positive Sentiment
Hotel Monteleone,4.125348189415042,0.049,0.232,Positive Sentiment
Market Grill,3.4705882352941178,0.041,0.225,Positive Sentiment
Wag the Dog,4.714285714285714,0.018,0.252,Positive Sentiment
Midas,3.5,0.033,0.125,Positive Sentiment
Firebirds Wood Fired Grill,3.844262295081968,0.055,0.24,Positive Sentiment
Summit Estates Senior Living,5.0,0.027,0.248,Positive Sentiment
Highland Moving & Storage,5.0,0.0,0.191,Positive Sentiment
Pablo's Gallery & Frame Shop,4.5,0.071,0.287,Positive Sentiment
Kapok Special Events Center,4.75,0.014,0.256,Positive Sentiment
Sophie's Artist Lounge,5.0,0.014,0.338,Positive Sentiment
R & R Nail Shop,4.933333333333334,0.015,0.298,Positive Sentiment
Crescent City Steak House,3.655172413793104,0.047,0.231,Positive Sentiment
Little Caesars Pizza Barataria Blvd,1.0,0.065,0.0,Negative Sentiment
All Makes Collision Center,5.0,0.06,0.116,Positive Sentiment
Speedway,2.5,0.077,0.053,Negative Sentiment
Frost Gelato,4.53921568627451,0.031,0.27,Positive Sentiment
Savory Spice Shop,4.5,0.021,0.152,Positive Sentiment
Lynch Brothers Tile & Grout Cleaning,5.0,0.155,0.138,Negative Sentiment
AMC Westbank Palace 16,2.717391304347826,0.102,0.136,Positive Sentiment
Straight Edge Barber Shop,2.6666666666666665,0.082,0.225,Positive Sentiment
Roscoe's Tacos - Greenwood,3.721311475409836,0.039,0.223,Positive Sentiment
Serious Cookie Company,3.5945945945945947,0.063,0.242,Positive Sentiment
Philadelphia Auto Body,4.75,0.056,0.19,Positive Sentiment
HouseMaster,5.0,0.027,0.257,Positive Sentiment
Riverview Veterinary Hospital,2.0,0.078,0.035,Negative Sentiment
Wells Fargo Bank,2.0,0.179,0.101,Negative Sentiment
Stoney River Steakhouse and Grill,4.0,0.047,0.245,Positive Sentiment
Weekends Only Furniture & Mattress,3.0,0.064,0.101,Positive Sentiment
The Master's Baker,3.3846153846153846,0.052,0.186,Positive Sentiment
Anna's Aesthetics,5.0,0.015,0.27,Positive Sentiment
Abra Auto Body Repair of America,5.0,0.03,0.178,Positive Sentiment
Color Nail & Spa,3.9166666666666665,0.042,0.239,Positive Sentiment
ALDI,4.0,0.048,0.137,Positive Sentiment
Newk's Eatery,4.283582089552239,0.042,0.243,Positive Sentiment
Wendy's,2.7142857142857144,0.097,0.112,Positive Sentiment
Grabbagreen - Franklin,4.142857142857143,0.042,0.239,Positive Sentiment
Royal Chef,3.6875,0.059,0.199,Positive Sentiment
2040 Market Street,2.764705882352941,0.09,0.113,Positive Sentiment
Vera Kong Piano Studio,5.0,0.0,0.286,Positive Sentiment
Peak Performance Chiropractic,4.807692307692308,0.075,0.217,Positive Sentiment
Crescent Liquor Store,5.0,0.0,0.4,Positive Sentiment
Sobeys,3.5,0.029,0.214,Positive Sentiment
Sunoco,4.285714285714286,0.098,0.198,Positive Sentiment
Dutch Auction Sales,5.0,0.0,0.219,Positive Sentiment
Kindred Hospital Bay Area - Tampa,5.0,0.086,0.31,Positive Sentiment
AT&T Internet,1.0,0.142,0.076,Negative Sentiment
Kirkwood Animal Hospital,4.875,0.023,0.164,Positive Sentiment
MD Aesthetics & Wellness Institute,5.0,0.019,0.202,Positive Sentiment
KFC,3.25,0.075,0.186,Positive Sentiment
Bill's European Autoworks,5.0,0.011,0.208,Positive Sentiment
Anytime Lock & Key,4.857142857142857,0.033,0.168,Positive Sentiment
China Star,2.5,0.068,0.109,Positive Sentiment
The White Heron Tea and Gifts,4.5,0.048,0.34,Positive Sentiment
Binni & Flynn's,2.769230769230769,0.042,0.18,Positive Sentiment
Cimino's Tailoring,4.666666666666667,0.01,0.26,Positive Sentiment
Red Eagle Tavern,1.5,0.097,0.122,Positive Sentiment
Papa John's Pizza,2.5454545454545454,0.074,0.173,Positive Sentiment
Picasso & Wine Midtown,4.566666666666666,0.048,0.267,Positive Sentiment
Maverik,3.8,0.065,0.223,Positive Sentiment
Brilliant Nail Spa,4.25,0.062,0.239,Positive Sentiment
Lee Company,3.5,0.07,0.108,Positive Sentiment
Mainland Grille,2.8,0.046,0.207,Positive Sentiment
Perennial Artisan Ales,4.326923076923077,0.043,0.245,Positive Sentiment
Laganini Pizzeria & Restaurant,4.666666666666667,0.028,0.15,Positive Sentiment
Olde Black Horse,3.0,0.061,0.224,Positive Sentiment
Legends Gift Shop,3.2666666666666666,0.06,0.183,Positive Sentiment
Lighthouse Skateshop,5.0,0.035,0.12,Positive Sentiment
Chicago Music Store,3.866666666666666,0.114,0.187,Positive Sentiment
Machismo Burrito Bar,2.3157894736842106,0.075,0.152,Positive Sentiment
Jimmy John's,2.411764705882353,0.095,0.162,Positive Sentiment
Music City Optical,4.666666666666667,0.043,0.171,Positive Sentiment
Shall-Martin Garage,4.8,0.062,0.125,Positive Sentiment
FedEx Office Print & Ship Center,3.636363636363636,0.064,0.142,Positive Sentiment
Contreras Gallery and Jewelry,3.5,0.038,0.178,Positive Sentiment
House of Trepidation,1.0,0.201,0.214,Positive Sentiment
LEX Nightclub,3.101851851851852,0.083,0.18,Positive Sentiment
Nighthawk Diner,3.4,0.077,0.19,Positive Sentiment
Tuscan Sky Hair Salon and Gifts,5.0,0.047,0.231,Positive Sentiment
JCPenney,2.8666666666666667,0.105,0.143,Positive Sentiment
European Cars,5.0,0.073,0.151,Positive Sentiment
Collingdale Flowers,3.6666666666666665,0.031,0.175,Positive Sentiment
Alamo Rent A Car,3.25,0.075,0.171,Positive Sentiment
Duke's Bbq,3.875,0.062,0.205,Positive Sentiment
Firehouse Subs,3.25,0.084,0.216,Positive Sentiment
Brothers Kershner Brewing Co.,4.0,0.076,0.162,Positive Sentiment
T J Maxx,3.555555555555556,0.028,0.144,Positive Sentiment
Nothing Bundt Cakes,5.0,0.039,0.274,Positive Sentiment
Imo's Pizza,2.6,0.072,0.196,Positive Sentiment
Public Storage,2.0,0.089,0.079,Negative Sentiment
Enjoy The Mountain,5.0,0.036,0.273,Positive Sentiment
Quiznos,3.0,0.096,0.11,Positive Sentiment
Trader Joe's,4.266666666666667,0.075,0.207,Positive Sentiment
G & G Moving,4.538461538461538,0.057,0.207,Positive Sentiment
"Thomas Nabors, DDS",5.0,0.053,0.269,Positive Sentiment
Life Storage,5.0,0.128,0.126,Negative Sentiment
Freedom Smoke USA,2.769230769230769,0.066,0.172,Positive Sentiment
Public Service,3.6538461538461537,0.069,0.183,Positive Sentiment
Braid Masters,4.2,0.06,0.178,Positive Sentiment
Yannis Family Restaurant,3.6666666666666665,0.035,0.293,Positive Sentiment
Sun Tran,2.571428571428572,0.092,0.129,Positive Sentiment
Dairy Queen Grill & Chill,2.25,0.118,0.117,Negative Sentiment
Downtown Doggie Center,4.375,0.063,0.203,Positive Sentiment
SKECHERS Retail,2.4285714285714284,0.095,0.117,Positive Sentiment
Pink Nails and Spa,3.642857142857143,0.063,0.19,Positive Sentiment
Paradise Cafe,3.421768707482993,0.056,0.244,Positive Sentiment
Kia of Wesley Chapel,1.6206896551724137,0.098,0.123,Positive Sentiment
Los Nietos,3.6,0.074,0.204,Positive Sentiment
SPUD,3.5,0.073,0.164,Positive Sentiment
CPR Cell Phone Repair St Petersburg - 4th St,4.222222222222222,0.063,0.118,Positive Sentiment
Napoleon Pediatrics,2.6,0.051,0.091,Positive Sentiment
AIM Mail Center,4.666666666666667,0.03,0.209,Positive Sentiment
Sunday's Fine Dining,3.230769230769231,0.065,0.161,Positive Sentiment
Whirled Peace,4.171428571428572,0.047,0.271,Positive Sentiment
Keith's Auto Repair & Services,4.266666666666667,0.052,0.159,Positive Sentiment
Cafe Olivia,4.277777777777778,0.03,0.255,Positive Sentiment
Dunkin' Donuts,2.333333333333333,0.076,0.12,Positive Sentiment
The Home Depot,3.0,0.128,0.0,Negative Sentiment
Red Betty's Hair House,4.0,0.065,0.105,Positive Sentiment
honeygrow,3.64,0.059,0.216,Positive Sentiment
Weavers Way Co-Op,4.448275862068965,0.031,0.221,Positive Sentiment
Palm Beach Tan,1.0,0.129,0.0,Negative Sentiment
Happy Italian Pizzeria,4.095238095238095,0.047,0.244,Positive Sentiment
Andy's Automotive,3.0,0.078,0.089,Positive Sentiment
CID Entertainment,1.2142857142857142,0.105,0.159,Positive Sentiment
Violet Salon III,3.055555555555556,0.104,0.166,Positive Sentiment
Cortiva Institute - Florida,1.0,0.152,0.122,Negative Sentiment
Pilates Yoga Studio,3.8,0.047,0.24,Positive Sentiment
Maureen's Swim Academy,5.0,0.032,0.1,Positive Sentiment
Tim Hortons Cafe & Bake Shop,2.8,0.092,0.155,Positive Sentiment
Mattress Firm Tanque Verde,3.5,0.053,0.12,Positive Sentiment
Adams Party Rental,4.666666666666667,0.008,0.198,Positive Sentiment
Learning Express Toys & Gifts - Richboro,3.6666666666666665,0.055,0.189,Positive Sentiment
Sloane Toyota of Malvern,2.1515151515151514,0.085,0.12,Positive Sentiment
Gringo Tacos + Burgers,4.4,0.021,0.223,Positive Sentiment
Kajun's Pub,3.76,0.085,0.21,Positive Sentiment
Mazzaro's Italian Market,4.632352941176471,0.042,0.24,Positive Sentiment
McDonald's,2.75,0.096,0.088,Negative Sentiment
Hungry Howie's Pizza & Subs,2.2,0.081,0.169,Positive Sentiment
Bucky's Express 397,1.75,0.107,0.085,Negative Sentiment
Airport Van Rental - Indianapolis,1.0,0.124,0.081,Negative Sentiment
Great Nails & Spa,4.0,0.0,0.5,Positive Sentiment
Nordstrom Rack,4.0,0.024,0.14,Positive Sentiment
Four Seasons Nail Salon,3.6666666666666665,0.099,0.148,Positive Sentiment
Church's Chicken,3.0,0.026,0.157,Positive Sentiment
White Dresses,5.0,0.037,0.142,Positive Sentiment
Toso Orthodontics,5.0,0.022,0.156,Positive Sentiment
Arby's,5.0,0.0,0.511,Positive Sentiment
The Electric Run,1.0,0.097,0.07,Negative Sentiment
Stonewell Restaurant,4.0,0.056,0.206,Positive Sentiment
Balloon Lady,5.0,0.0,0.225,Positive Sentiment
Friendly's - Pottstown,2.5,0.077,0.105,Positive Sentiment
Ooka Restaurant,4.004878048780488,0.038,0.235,Positive Sentiment
Imo's Pizza,3.15,0.092,0.176,Positive Sentiment
Goldy's Chick - n - Mex,3.0,0.051,0.15,Positive Sentiment
Massage iNDY,3.7777777777777777,0.034,0.203,Positive Sentiment
The Edge -Salon & Barbershop,2.0,0.055,0.181,Positive Sentiment
Sun Tan City,2.8,0.097,0.192,Positive Sentiment
Lukoil Americas,4.0,0.0,0.19,Positive Sentiment
Downtown Cleaners,2.6666666666666665,0.053,0.189,Positive Sentiment
Urban Village Brewing Co,4.042857142857143,0.045,0.261,Positive Sentiment
The Saint,3.796296296296296,0.067,0.193,Positive Sentiment
Hair Garage,3.5,0.012,0.231,Positive Sentiment
Appreciate You Hair And Nails,5.0,0.0,0.185,Positive Sentiment
Lowe's Home Improvement,3.769230769230769,0.046,0.15,Positive Sentiment
ShopRite of East Norriton,3.375,0.031,0.229,Positive Sentiment
Greenplate,4.0344827586206895,0.044,0.263,Positive Sentiment
Diamond Billiards of Reno,5.0,0.009,0.302,Positive Sentiment
Anytime Fitness,4.5,0.069,0.286,Positive Sentiment
Sport Seasons,4.0,0.022,0.203,Positive Sentiment
Michelle Faedo's Tampeño Cuisine,4.875,0.048,0.331,Positive Sentiment
Chipotle Mexican Grill,2.111111111111111,0.098,0.108,Positive Sentiment
Pearl Street Pizzeria & Pub,4.033557046979865,0.049,0.235,Positive Sentiment
Cake Stand Bakery,4.2727272727272725,0.063,0.225,Positive Sentiment
Extended Stay America - Nashville - Franklin - Cool Springs,1.5,0.129,0.071,Negative Sentiment
Lawler & Balthasar Auto Repair Company,5.0,0.015,0.218,Positive Sentiment
Dayley Dental Cosmetic & Family Dentistry,5.0,0.037,0.309,Positive Sentiment
Philadelphia Sports Network,4.0,0.045,0.248,Positive Sentiment
Thai Orchid,4.233333333333333,0.062,0.231,Positive Sentiment
JOANN Fabrics and Crafts,2.0,0.142,0.053,Negative Sentiment
MOXI - The Wolf Museum Of Exploration + Innovation,4.685185185185185,0.014,0.271,Positive Sentiment
R&M Tropical SNO,4.333333333333333,0.022,0.169,Positive Sentiment
Veterinary Hospital University of Pennsylvania,4.03921568627451,0.074,0.156,Positive Sentiment
Walmart Supercenter,5.0,0.0,0.299,Positive Sentiment
Famous Famiglia,1.75,0.084,0.09,Positive Sentiment
The Wasp Expert,5.0,0.057,0.148,Positive Sentiment
St. Pete Beer & Bacon Festival,4.0,0.011,0.113,Positive Sentiment
Snap Fitness Harvey,4.0,0.056,0.133,Positive Sentiment
Millennium Insurance,5.0,0.063,0.244,Positive Sentiment
CedarBrook Deli,3.0,0.092,0.142,Positive Sentiment
The Keri Ricci Team,3.0,0.03,0.105,Positive Sentiment
Copa Cabana,2.5,0.072,0.197,Positive Sentiment
Daves Dogs - Cart,4.808510638297872,0.031,0.298,Positive Sentiment
First Watch,4.0344827586206895,0.059,0.245,Positive Sentiment
ManorCare Health Services-Reno,1.1666666666666667,0.101,0.156,Positive Sentiment
Harold's Soul Food & Chicken,3.933333333333333,0.048,0.199,Positive Sentiment
Cody's Beef 'n Beans,4.2444444444444445,0.033,0.267,Positive Sentiment
Jeni's Splendid Ice Creams,3.6,0.03,0.22,Positive Sentiment
Clayton Plaza Hotel,3.506849315068493,0.05,0.202,Positive Sentiment
ReAnimator Coffee,4.066666666666666,0.07,0.217,Positive Sentiment
StorQuest Self Storage,3.8,0.043,0.186,Positive Sentiment
AMA Cars,1.0,0.111,0.072,Negative Sentiment
Auffenberg Mazda,3.25,0.019,0.168,Positive Sentiment
Wells Fargo Bank,5.0,0.0,0.354,Positive Sentiment
Bareburger - Midtown Village,3.8121019108280256,0.064,0.212,Positive Sentiment
Pollo Tropical,2.391304347826087,0.094,0.143,Positive Sentiment
Enterprise Car Sales,4.142857142857143,0.058,0.177,Positive Sentiment
Rent Max,3.2222222222222223,0.114,0.119,Positive Sentiment
Tzin Wine & Tapas,4.253731343283582,0.035,0.24,Positive Sentiment
Imogene & Willie,4.096774193548387,0.051,0.19,Positive Sentiment
"Tin's House, Thai Cuisine & Sushi",4.5,0.018,0.305,Positive Sentiment
